fase_codigo	fase_titulo	dia_titulo	clave	fecha_anio	fecha_prefijo	ministerio_cuando	hecho_id	nombre	descripcion	lugar_antiguo	lat	lon	tipo_suceso	personajes	referencia	libro	capitulo_inicio	capitulo_fin	etiqueta_jw
B12	Ministerio final de Jesús en Jerusalén	14 de nisán	ultima_cena	33		14 de nisán	127	Come la Pascua con los 12		Jerusalén	31.78	35.21	suceso	Jesús	Mt 26:20, 21; Mr 14:17, 18; Lu 22:14-18				Come la Pascua con los 12
B12	Ministerio final de Jesús en Jerusalén	14 de nisán	lava_pies	33		14 de nisán	128	Jesús lava los pies de sus apóstoles		Jerusalén	31.78	35.21	suceso	Jesús	Jn 13:1-20				Jesús lava los pies de sus apóstoles
B12	Ministerio final de Jesús en Jerusalén	14 de nisán	identifica_judas	33		14 de nisán		Identifica y despide a Judas		Jerusalén	31.78	35.21	suceso	Jesús	Mt 26:21-25; Mr 14:18-21; Lu 22:21-23; Jn 13:21-30				Identifica y despide a Judas
B12	Ministerio final de Jesús en Jerusalén	14 de nisán	cena_conmemorativa	33		14 de nisán		Instituye cena conmemorativa		Jerusalén	31.78	35.21	suceso	Jesús	Mt 26:26-29; Mr 14:22-25; Lu 22:19, 20; 1 Cor. 11:23-25				Instituye cena conmemorativa
B12	Ministerio final de Jesús en Jerusalén	14 de nisán	predice_pedro	33		14 de nisán		Predice negación de Pedro y dispersión		Jerusalén	31.78	35.21	suceso	Jesús	Mt 26:31-35; Mr 14:27-31; Lu 22:31-38; Jn 13:31-38				Predice negación de Pedro y dispersión
B12	Ministerio final de Jesús en Jerusalén	14 de nisán	discurso_adios	33		14 de nisán		Discurso de despedida y oración		Jerusalén	31.78	35.21	suceso	Jesús	Jn 14:1–17:26				Discurso de despedida y oración
B12	Ministerio final de Jesús en Jerusalén	14 de nisán	getsemani_arresto	33		14 de nisán	129	Getsemaní: agonía, traición y arresto		Jerusalén	31.78	35.21	suceso	Jesús	Mt 26:30, 36-56; Mr 14:26, 32-52; Lu 22:39-53; Jn 18:1-12				Getsemaní: agonía, traición y arresto
B12	Ministerio final de Jesús en Jerusalén	14 de nisán	sanedrin_caifas	33		14 de nisán	259	Interrogado por Anás y Caifás; Pedro niega		Jerusalén	31.78	35.21	suceso	Jesús	Mt 26:57–27:1; Mr 14:53–15:1; Lu 22:54-71; Jn 18:13-27				Interrogado por Anás y Caifás; Pedro niega
B12	Ministerio final de Jesús en Jerusalén	14 de nisán	judas_ahorca	33		14 de nisán		Judas el traidor se ahorca		Jerusalén	31.78	35.21	suceso	Jesús	Mt 27:3-10				Judas el traidor se ahorca
B12	Ministerio final de Jesús en Jerusalén	14 de nisán	pilato_herodes	33		14 de nisán	130	Ante Pilato, Herodes y otra vez Pilato		Jerusalén	31.78	35.21	suceso	Jesús	Mt 27:2, 11-14; Mr 15:1-5; Lu 23:1-12; Jn 18:28-38				Ante Pilato, Herodes y otra vez Pilato
B12	Ministerio final de Jesús en Jerusalén	14 de nisán	sentenciado_muerte	33		14 de nisán		Entregado para morir		Jerusalén	31.78	35.21	suceso	Jesús	Mt 27:15-30; Mr 15:6-19; Lu 23:13-25; Jn 18:39–19:16				Entregado para morir
B12	Ministerio final de Jesús en Jerusalén	14 de nisán	muerte_golgota	33		14 de nisán	131	Muerte de Jesús en el madero		Jerusalén	31.78	35.21	suceso	Jesús	Mt 27:31-56; Mr 15:20-41; Lu 23:26-49; Jn 19:16-30				Muerte de Jesús en el madero
B12	Ministerio final de Jesús en Jerusalén	14 de nisán	sepultura_jesus	33		14 de nisán	260	Cuerpo enterrado		Jerusalén	31.78	35.21	suceso	Jesús	Mt 27:57-61; Mr 15:42-47; Lu 23:50-56; Jn 19:31-42				Cuerpo enterrado
B12	Ministerio final de Jesús en Jerusalén	15 de nisán (sábado)	guardia_tumba	33		15 de nisán (sábado)		Guardia para la tumba		Jerusalén	31.78	35.21	suceso	Jesús	Mt 27:62-66				Guardia para la tumba
B12	Ministerio final de Jesús en Jerusalén	16 de nisán	resurreccion_jesus	33		16 de nisán	132	Resurrección de Jesús		Jerusalén	31.78	35.21	suceso	Jesús	Mt 28:1-15; Mr 16:1-8; Lu 24:1-49; Jn 20:1-25				Resurrección de Jesús
B12	Ministerio final de Jesús en Jerusalén	d. 16 de nisán	apariciones_posteriores	33	d	d. 16 de nisán		Otros aparecimientos de Jesucristo		Jerusalén	31.78	35.21	suceso	Jesús	Mt 28:16-20; 1 Cor. 15:5-7; Hech. 1:3-8; Jn 20:26–21:25				Otros aparecimientos de Jesucristo
B12	Ministerio final de Jesús en Jerusalén	25 de Iyar	ascension_jesus	33		25 de Iyar		Ascensión de Jesús		Jerusalén	31.78	35.21	suceso	Jesús	Hech. 1:9-12; Lu 24:50-53				Ascensión de Jesús
