tipo,nombre_base,variantes,apariciones,problema,categoria,fuente
persona,Zaqueo,Zaqueo,5,,NOMBRE; NUMERO; OTRO; SUCESO,hechos_biblicos.csv; preguntas.personaje
persona,Abraham,Abraham,4,,LUGAR; NOMBRE; NUMERO; SUCESO,preguntas.personaje
persona,ABSALON,Absalón | ABSALON,4,sin_tilde,LUGAR; MEDIDA; SUCESO,hechos_biblicos.csv; preguntas.personaje
persona,Adolfo,Adolfo,4,,NOMBRE; SUCESO,preguntas.personaje
persona,Adán y Eva,Adán y Eva,4,,LUGAR; NOMBRE; SUCESO,preguntas.personaje
persona,Amram y Jokébed,Amram y Jokébed,4,,LECCION; PARENTESCO; SUCESO,preguntas.personaje
persona,Christine,Christine,4,,NOMBRE; NUMERO; OTRO,preguntas.personaje
persona,Cleopas,Cleopas,4,,LUGAR; NOMBRE; OTRO,preguntas.personaje
persona,Cordero,Cordero,4,,NOMBRE; OTRO; SUCESO,preguntas.personaje
persona,El amo,El amo,4,,OTRO; SUCESO,preguntas.personaje
persona,El hombre que nació ciego,El hombre que nació ciego,4,,OTRO; SUCESO,preguntas.personaje
persona,El hombre rico,El hombre rico,4,,OTRO; SUCESO,preguntas.personaje
persona,El primer deudor,El primer deudor,4,,MEDIDA; NUMERO,preguntas.personaje
persona,el rebaño pequeño,el rebaño pequeño,4,,NUMERO; OTRO; SUCESO,preguntas.personaje
persona,esclava,esclava,4,,OTRO; SUCESO,preguntas.personaje
persona,Estoicos,Estoicos,4,,SUCESO,preguntas.personaje
persona,Higuera,Higuera,4,,FECHA; SUCESO,preguntas.personaje
persona,Hija de Jefté,Hija de Jefté,4,,OTRO; SUCESO,preguntas.personaje
persona,Hombre rico,Hombre rico,4,,OTRO; SUCESO,preguntas.personaje
persona,JASÓN,Jasón | JASÓN,4,,NOMBRE; SUCESO,preguntas.personaje
persona,JEHOÁS,JEHOÁS | JEHOAS,4,,NOMBRE; NUMERO; SUCESO,preguntas.personaje
persona,Jesucristo,Jesucristo,4,,DOCTRINA; NOMBRE; OTRO,preguntas.personaje
persona,Josefo,Josefo,4,,NOMBRE; OTRO,preguntas.personaje
persona,LARRY,LARRY,4,,LUGAR; OTRO; SUCESO,preguntas.personaje
persona,Leproso samaritano,Leproso samaritano,4,,NOMBRE; NUMERO; OTRO; SUCESO,preguntas.personaje
persona,Miriam,Miriam,4,,LECCION; PARENTESCO; SUCESO,preguntas.personaje
persona,Muchacha,Muchacha,4,,MONEDA; OTRO; SUCESO,preguntas.personaje
persona,MUJER SAMARITANA,MUJER SAMARITANA,4,,NUMERO; SUCESO,preguntas.personaje
persona,Onésimo,Onésimo,4,,LUGAR; NOMBRE; OTRO; PARENTESCO,hechos_biblicos.csv; preguntas.personaje
persona,Padres del ciego,Padres del ciego,4,,OTRO; SUCESO,preguntas.personaje
persona,REBECCA,REBECCA,4,,LUGAR; OTRO; SUCESO,preguntas.personaje
persona,Rey,rey | Rey,4,,SUCESO,preguntas.personaje
persona,Rode,Rode,4,,NOMBRE; OTRO; SUCESO,preguntas.personaje
persona,"Sadrac, Mesac y Abednego","Sadrac, Mesac y Abednego",4,,NOMBRE; OTRO; SUCESO,preguntas.personaje
persona,Sergio Paulo,Sergio Paulo,4,,NOMBRE; OTRO; SUCESO,preguntas.personaje
persona,Viuda,Viuda,4,,NUMERO; OTRO,preguntas.personaje
persona,ABÍAS,Abías | ABÍAS,3,,NUMERO; Reyes de Judá; SUCESO,personajes_biblicos.csv; preguntas.personaje
persona,ACAZ,ACAZ | Acaz,3,,NUMERO; Reyes de Judá; SUCESO,hechos_biblicos.csv; personajes_biblicos.csv; preguntas.personaje
persona,Aceite perfumado,Aceite perfumado,3,,MEDIDA; MONEDA,preguntas.personaje
persona,AMASÍAS,AMASÍAS | Amasías | AMASIAS,3,sin_tilde,NUMERO; Reyes de Judá; SUCESO,hechos_biblicos.csv; personajes_biblicos.csv; preguntas.personaje
persona,Ananías (sumo sacerdote),Ananías (sumo sacerdote),3,,NUMERO; OTRO; SUCESO,preguntas.personaje
persona,Atenea,Atenea,3,,MEDIDA; OTRO,preguntas.personaje
persona,Balac,Balac,3,,NOMBRE; SUCESO,hechos_biblicos.csv; preguntas.personaje
persona,Bar-Jesús,Bar-Jesús,3,,NOMBRE; SUCESO,preguntas.personaje
persona,Belcebú,Belcebú | BELCEBÚ,3,,NOMBRE; OTRO,preguntas.personaje
persona,Cayo,Cayo,3,,FECHA; NOMBRE; OTRO,preguntas.personaje
persona,Clemente,Clemente,3,,FECHA; NOMBRE; SUCESO,preguntas.personaje
persona,Crispo,Crispo,3,,NOMBRE; SUCESO,preguntas.personaje
persona,Cristianos judíos,Cristianos judíos,3,,OTRO; SUCESO,preguntas.personaje
persona,César Augusto,César Augusto | CESAR AUGUSTO,3,sin_tilde,NOMBRE; SUCESO,preguntas.personaje
persona,Diótrefes,Diótrefes,3,,OTRO,preguntas.personaje
persona,El amigo del ejemplo,El amigo del ejemplo,3,,NUMERO; OTRO,preguntas.personaje
persona,El camino de Jerusalén a Jericó,El camino de Jerusalén a Jericó,3,,MEDIDA; OTRO,preguntas.personaje
persona,El hombre ciego,El hombre ciego,3,,OTRO; SUCESO,preguntas.personaje
persona,El hombre mudo,El hombre mudo,3,,SUCESO,preguntas.personaje
persona,El rico,El rico,3,,OTRO; SUCESO,preguntas.personaje
persona,El segundo deudor,El segundo deudor,3,,MEDIDA; NUMERO,preguntas.personaje
persona,El sirviente de Eliseo,El sirviente de Eliseo,3,,SUCESO,preguntas.personaje
persona,Gente,Gente,3,,SUCESO,preguntas.personaje
persona,Guardias,Guardias,3,,OTRO; SUCESO,preguntas.personaje
persona,Hermanos de Jesús,Hermanos de Jesús,3,,NUMERO; OTRO; SUCESO,preguntas.personaje
persona,Hija del faraón,Hija del faraón,3,,NOMBRE; SUCESO,preguntas.personaje
persona,Hosea,Hosea | HOSEA,3,,DURACIÓN; NOMBRE; Reyes de Israel,hechos_biblicos.csv; personajes_biblicos.csv; preguntas.personaje
persona,Héber,Héber,3,,PARENTESCO; SUCESO,preguntas.personaje
persona,JEHORAM,JEHORAM,3,,NOMBRE; NUMERO; SUCESO,preguntas.personaje
persona,JOAQUÍN,JOAQUÍN | Joaquín | JOAQUIN,3,sin_tilde,NUMERO; Reyes de Judá; SUCESO,hechos_biblicos.csv; personajes_biblicos.csv; preguntas.personaje
persona,Juan Marcos,Juan Marcos,3,,NOMBRE; PARENTESCO,preguntas.personaje
persona,la Fiesta de la Dedicación,la Fiesta de la Dedicación,3,,FECHA; OTRO; SUCESO,preguntas.personaje
persona,La Ley,La Ley,3,,NUMERO; OTRO,preguntas.personaje
persona,la mujer encorvada,la mujer encorvada,3,,NUMERO; PARENTESCO; SUCESO,preguntas.personaje
persona,Los antepasados,Los antepasados | los antepasados,3,,NOMBRE; SUCESO,preguntas.personaje
persona,Los escribas y fariseos,Los escribas y fariseos,3,,SUCESO,preguntas.personaje
persona,Los expertos en la Ley,Los expertos en la Ley,3,,OTRO; SUCESO,preguntas.personaje
persona,Miguel,Miguel,3,,NOMBRE; OTRO,preguntas.personaje
persona,padre,PADRE | padre,3,,OTRO; SUCESO,preguntas.personaje
persona,Poncio Pilato,Poncio Pilato,3,,NOMBRE; SUCESO,preguntas.personaje
persona,Publio,Publio,3,,NUMERO; OTRO,preguntas.personaje
persona,Sacerdote,Sacerdote,3,,LUGAR; SUCESO,preguntas.personaje
persona,SENAQUERIB,SENAQUERIB | Senaquerib,3,,NOMBRE; SUCESO,hechos_biblicos.csv; preguntas.personaje
persona,Silas,Silas,3,,NOMBRE; SUCESO,hechos_biblicos.csv; preguntas.personaje
persona,Simón de Cirene,Simón de Cirene,3,,LUGAR; NOMBRE,preguntas.personaje
persona,Sobrino de Pablo,Sobrino de Pablo,3,,NOMBRE; OTRO; PARENTESCO,preguntas.personaje
persona,Solón,Solón,3,,NOMBRE; SUCESO,preguntas.personaje
persona,SUPERINTENDENTE,SUPERINTENDENTE,3,,SUCESO,preguntas.personaje
persona,SÃ­sara,SÃ­sara,3,mojibake,LUGAR; NOMBRE; SUCESO,preguntas.personaje
persona,Sóstenes,Sóstenes,3,,NOMBRE; SUCESO,preguntas.personaje
persona,Traducción del Nuevo Mundo,Traducción del Nuevo Mundo,3,,FECHA; NUMERO,preguntas.personaje
persona,Tíquico,Tíquico,3,,NOMBRE,preguntas.personaje
persona,UZAH,UZAH,3,,LUGAR; SUCESO,preguntas.personaje
persona,UZÍAS,Uzías | UZÍAS,3,,NUMERO; Reyes de Judá; SUCESO,personajes_biblicos.csv; preguntas.personaje
persona,Áquila,Áquila,3,,NOMBRE; SUCESO,preguntas.personaje
persona,ADONIAS,ADONIAS,2,,NOMBRE,preguntas.personaje
persona,Adversarios,Adversarios,2,,SUCESO,preguntas.personaje
persona,Alejandro,Alejandro,2,,NOMBRE; SUCESO,preguntas.personaje
persona,Alejandro Magno,Alejandro Magno,2,,LUGAR; NUMERO,hechos_biblicos.csv; preguntas.personaje
persona,AMNON,AMNON,2,,NOMBRE; NUMERO,preguntas.personaje
persona,Aristarco,Aristarco,2,,NOMBRE,preguntas.personaje
persona,BAASA,Baasá | BAASA,2,sin_tilde,NOMBRE; NUMERO; Reyes de Israel,hechos_biblicos.csv; personajes_biblicos.csv; preguntas.personaje
persona,Barrabás,Barrabás,2,,NOMBRE; SUCESO,hechos_biblicos.csv; preguntas.personaje
persona,BEN-HADAD,BEN-HADAD | Ben-Hadad,2,,NOMBRE; SUCESO,preguntas.personaje
persona,Berenice,Berenice,2,,PARENTESCO,preguntas.personaje
persona,Betuel,Betuel,2,,DOCTRINA; NOMBRE,preguntas.personaje
persona,Charles Haynes,Charles Haynes,2,,NOMBRE; OTRO,preguntas.personaje
persona,Charles Russell,Charles Russell,2,,NOMBRE; OTRO,preguntas.personaje
persona,Cleantes,Cleantes,2,,NOMBRE; OTRO,preguntas.personaje
persona,Cristo,Cristo,2,,PARENTESCO,preguntas.personaje
persona,Drusila,Drusila,2,,NOMBRE; PARENTESCO,preguntas.personaje
persona,el presidente de la sinagoga,el presidente de la sinagoga,2,,NUMERO; OTRO,preguntas.personaje
persona,El rey,El rey,2,,NUMERO; SUCESO,preguntas.personaje
persona,El segundo invitado,El segundo invitado,2,,NUMERO; SUCESO,preguntas.personaje
persona,Eliezer,Eliezer,2,,LECCION; NOMBRE,preguntas.personaje
persona,emperadores,emperadores,2,,NOMBRE; NUMERO,preguntas.personaje
persona,Epafrodito,Epafrodito,2,,NOMBRE; OTRO,preguntas.personaje
persona,Epiménides,Epiménides,2,,NOMBRE; OTRO,preguntas.personaje
persona,Esclavo malvado,Esclavo malvado,2,,NUMERO; SUCESO,preguntas.personaje
persona,Escriba,Escriba,2,,NOMBRE,preguntas.personaje
persona,Espías,Espías,2,,SUCESO,preguntas.personaje
persona,Fariseo,Fariseo,2,,NUMERO; OTRO,preguntas.personaje
persona,Gaio,Gaio,2,,NUMERO; OTRO,preguntas.personaje
persona,gobernantes,Gobernantes | gobernantes,2,,SUCESO,preguntas.personaje
persona,Griegos,Griegos,2,,OTRO; SUCESO,preguntas.personaje
persona,Hombre,Hombre,2,,SUCESO,preguntas.personaje
persona,Ismael,Ismael,2,,EDAD; NOMBRE,preguntas.personaje
persona,JUANA,JUANA,2,,NOMBRE; PARENTESCO,preguntas.personaje
persona,Juez injusto,Juez injusto,2,,OTRO,preguntas.personaje
persona,la higuera,la higuera,2,,NUMERO; SUCESO,preguntas.personaje
persona,La Ley de Moisés,La Ley de Moisés | la Ley de Moisés,2,,OTRO,preguntas.personaje
persona,La niña,La niña,2,,NUMERO; SUCESO,preguntas.personaje
persona,la torre de Siloam,la torre de Siloam,2,,LUGAR; NUMERO,preguntas.personaje
persona,Ley,Ley,2,,NUMERO; OTRO,preguntas.personaje
persona,Los líderes religiosos,Los líderes religiosos,2,,NOMBRE; OTRO,preguntas.personaje
persona,Los ángeles,Los ángeles,2,,OTRO; SUCESO,preguntas.personaje
persona,Matusalén,Matusalén,2,,EDAD; FECHA,hechos_biblicos.csv; preguntas.personaje
persona,Misioneros,Misioneros,2,,NUMERO; SUCESO,preguntas.personaje
persona,Mnasón,Mnasón,2,,NOMBRE; SUCESO,preguntas.personaje
persona,Nefilim,Nefilim,2,,NOMBRE; SUCESO,hechos_biblicos.csv; preguntas.personaje
persona,Nerva,Nerva,2,,NOMBRE; SUCESO,preguntas.personaje
persona,Oficiales,Oficiales,2,,SUCESO,preguntas.personaje
persona,OMRI,Omrí | OMRI,2,sin_tilde,LUGAR; NUMERO; Reyes de Israel,personajes_biblicos.csv; preguntas.personaje
persona,Oponentes,Oponentes,2,,OTRO; SUCESO,preguntas.personaje
persona,Persecución,Persecución,2,,LUGAR; SUCESO,preguntas.personaje
persona,Priscila,Priscila,2,,NOMBRE,preguntas.personaje
persona,Ricos,Ricos,2,,OTRO; SUCESO,preguntas.personaje
persona,Salum,Salum,2,,DURACIÓN; Reyes de Israel; SUCESO,hechos_biblicos.csv; personajes_biblicos.csv; preguntas.personaje
persona,Santiago y Juan,Santiago y Juan,2,,NOMBRE; SUCESO,preguntas.personaje
persona,SECCIÓN 2,SECCIÓN 2,2,,SUCESO,preguntas.personaje
persona,Set,Set,2,,EDAD; SUCESO,hechos_biblicos.csv; preguntas.personaje
persona,Sifrá y Pua,Sifrá y Pua,2,,LECCION; NOMBRE,preguntas.personaje
persona,SIMEON,SIMEON,2,,SUCESO,preguntas.personaje
persona,Tiberio,Tiberio,2,,FECHA; SUCESO,preguntas.personaje
persona,Ticio Justo,Ticio Justo,2,,NOMBRE; PARENTESCO,preguntas.personaje
persona,Tácito,Tácito,2,,NOMBRE; SUCESO,preguntas.personaje
persona,Uno de los invitados,Uno de los invitados | uno de los invitados,2,,OTRO; SUCESO,preguntas.personaje
persona,Zebedeo,Zebedeo | ZEBEDEO,2,,NOMBRE; PARENTESCO,preguntas.personaje
persona,ZOROBABEL,Zorobabel | ZOROBABEL,2,,NOMBRE; PARENTESCO,hechos_biblicos.csv; preguntas.personaje
persona,Ática,Ática,2,,MEDIDA,preguntas.personaje
persona,ABIYAM,ABIYAM,1,,NUMERO,preguntas.personaje
persona,Agar,Agar,1,,NOMBRE,preguntas.personaje
persona,AHITOFEL,AHITOFEL,1,,NOMBRE,preguntas.personaje
persona,AMASA,AMASA,1,,NOMBRE,preguntas.personaje
persona,Amram,Amram,1,,Después del Diluvio; NOMBRE,personajes_biblicos.csv; preguntas.personaje
persona,Ananías (de Damasco),Ananías (de Damasco),1,,NOMBRE,preguntas.personaje
persona,Antíoco IV Epífanes,Antíoco IV Epífanes,1,,NOMBRE,preguntas.personaje
persona,Apostasía,Apostasía,1,,FECHA,preguntas.personaje
persona,Arato,Arato,1,,NOMBRE,preguntas.personaje
persona,Arpaksad,Arpaksad,1,,NUMERO,hechos_biblicos.csv; preguntas.personaje
persona,ARQUELAO,ARQUELAO,1,,NOMBRE,preguntas.personaje
persona,ARTAGERGES,ARTAGERGES,1,,SUCESO,preguntas.personaje
persona,Artajerjes,Artajerjes,1,,NOMBRE,preguntas.personaje
persona,ASEF,ASEF,1,,SUCESO,preguntas.personaje
persona,Aspenaz,Aspenaz,1,,SUCESO,preguntas.personaje
persona,AZARÍAS,AZARÍAS,1,,NOMBRE,preguntas.personaje
persona,BAT-SEBA,BAT-SEBA | Bat-seba,1,,PARENTESCO,hechos_biblicos.csv; preguntas.personaje
persona,Betfagué,Betfagué,1,,LUGAR,preguntas.personaje
persona,Capitán,Capitán,1,,SUCESO,preguntas.personaje
persona,Cesar,Cesar,1,,NOMBRE,preguntas.personaje
persona,Cirene,Cirene,1,,NOMBRE,preguntas.personaje
persona,Congregaciones,Congregaciones,1,,LUGAR,preguntas.personaje
persona,Constantino,Constantino,1,,FECHA,preguntas.personaje
persona,CorÃ©,CorÃ©,1,mojibake,SUCESO,preguntas.personaje
persona,Creyentes,Creyentes,1,,NUMERO,preguntas.personaje
persona,Cristiandad,Cristiandad,1,,FECHA,preguntas.personaje
persona,DatÃ¡n,DatÃ¡n,1,mojibake,SUCESO,preguntas.personaje
persona,Dionisio,Dionisio,1,,NOMBRE,preguntas.personaje
persona,Discipulo,Discipulo,1,,SUCESO,preguntas.personaje
persona,discípulos de Juan,discípulos de Juan,1,,SUCESO,preguntas.personaje
persona,Dámaris,Dámaris,1,,NOMBRE,preguntas.personaje
persona,Día del Juicio,Día del Juicio,1,,NUMERO,preguntas.personaje
persona,El constructor,El constructor,1,,SUCESO,preguntas.personaje
persona,El dedo de Dios,El dedo de Dios,1,,OTRO,preguntas.personaje
persona,El esclavo,El esclavo,1,,SUCESO,preguntas.personaje
persona,El espíritu maligno,El espíritu maligno,1,,NUMERO,preguntas.personaje
persona,El fariseo,El fariseo,1,,NOMBRE,preguntas.personaje
persona,el guardia,el guardia,1,,SUCESO,preguntas.personaje
persona,El hombre de la multitud,El hombre de la multitud,1,,SUCESO,preguntas.personaje
persona,El hombre de la parábola,El hombre de la parábola,1,,LUGAR,preguntas.personaje
persona,El levita,El levita,1,,NOMBRE,preguntas.personaje
persona,el lugar donde bautizó Juan,el lugar donde bautizó Juan,1,,LUGAR,preguntas.personaje
persona,El mayordomo,El mayordomo,1,,OTRO,preguntas.personaje
persona,el mayordomo fiel,el mayordomo fiel,1,,SUCESO,preguntas.personaje
persona,el mes de kislev,el mes de kislev,1,,FECHA,preguntas.personaje
persona,el niño,el niño,1,,NUMERO,preguntas.personaje
persona,El país lejano,El país lejano,1,,SUCESO,preguntas.personaje
persona,El primer invitado,El primer invitado,1,,SUCESO,preguntas.personaje
persona,el Pórtico de Salomón,el Pórtico de Salomón,1,,LUGAR,preguntas.personaje
persona,El rey enemigo,El rey enemigo,1,,NUMERO,preguntas.personaje
persona,El sacerdote,El sacerdote,1,,NOMBRE,preguntas.personaje
persona,el Sanedrín,el Sanedrín,1,,NUMERO,hechos_biblicos.csv; preguntas.personaje
persona,El tercer invitado,El tercer invitado,1,,SUCESO,preguntas.personaje
persona,ELIAB,ELIAB,1,,NOMBRE,preguntas.personaje
persona,Elimas,Elimas,1,,NOMBRE,preguntas.personaje
persona,Elimelec,Elimelec,1,,PARENTESCO,preguntas.personaje
persona,emperador,emperador,1,,OTRO,preguntas.personaje
persona,Enemigos de Jesús,Enemigos de Jesús,1,,SUCESO,preguntas.personaje
persona,Enós,Enós,1,,NOMBRE,hechos_biblicos.csv; preguntas.personaje
persona,Epicúreos y estoicos,Epicúreos y estoicos,1,,SUCESO,preguntas.personaje
persona,Esposa de Lot,Esposa de Lot,1,,OTRO,preguntas.personaje
persona,Estrabón,Estrabón,1,,NOMBRE,preguntas.personaje
persona,Etbaal,Etbaal,1,,OTRO,preguntas.personaje
persona,Falsos profetas,Falsos profetas,1,,SUCESO,preguntas.personaje
persona,FAMILIA,FAMILIA,1,,SUCESO,preguntas.personaje
persona,fariseos y escribas,fariseos y escribas,1,,NOMBRE,preguntas.personaje
persona,fariseos y saduceos,fariseos y saduceos,1,,NOMBRE,preguntas.personaje
persona,FILIPE,FILIPE,1,,LUGAR,preguntas.personaje
persona,Filón,Filón,1,,NUMERO,preguntas.personaje
persona,GAD,GAD | Gad,1,,NOMBRE,hechos_biblicos.csv; preguntas.personaje
persona,GAD Y NATAN,GAD Y NATAN,1,,NOMBRE,preguntas.personaje
persona,GOLIAT,Goliat | GOLIAT,1,,OTRO,hechos_biblicos.csv; preguntas.personaje
persona,GUEDALIAS,GUEDALIAS,1,,NOMBRE,preguntas.personaje
persona,GUEHAZI,GUEHAZI,1,,NOMBRE,preguntas.personaje
persona,HAZAEL,HAZAEL,1,,NOMBRE,preguntas.personaje
persona,Hermanos de Tiro,Hermanos de Tiro,1,,SUCESO,preguntas.personaje
persona,Hermes,Hermes,1,,NOMBRE,preguntas.personaje
persona,HIRAM,Hiram | HIRAM,1,,NOMBRE,hechos_biblicos.csv; preguntas.personaje
persona,Horacio,Horacio,1,,OTRO,preguntas.personaje
persona,Idumeos,Idumeos,1,,FECHA,preguntas.personaje
persona,ITTAI,ITTAI,1,,NOMBRE,preguntas.personaje
persona,Jabín,Jabín,1,,NOMBRE,preguntas.personaje
persona,JEHOAQUIM,JEHOAQUIM,1,,NOMBRE,preguntas.personaje
persona,JEHOASABEAT,JEHOASABEAT,1,,NOMBRE,preguntas.personaje
persona,JEHONADAB,JEHONADAB,1,,NOMBRE,preguntas.personaje
persona,JEOACAZ,JEOACAZ,1,,SUCESO,preguntas.personaje
persona,JEOIAQUIM,JEOIAQUIM,1,,NOMBRE,preguntas.personaje
persona,JESÉ,JESÉ,1,,NOMBRE,preguntas.personaje
persona,JESÚA,JESÚA,1,,NOMBRE,preguntas.personaje
persona,JOAB,JOAB | Joab,1,,LUGAR,hechos_biblicos.csv; preguntas.personaje
persona,JOTÁN,Jotán | JOTÁN,1,,Reyes de Judá; SUCESO,hechos_biblicos.csv; personajes_biblicos.csv; preguntas.personaje
persona,Judas (Tadeo),Judas (Tadeo),1,,NOMBRE,preguntas.personaje
persona,Julio César,Julio César,1,,FECHA,preguntas.personaje
persona,jw.org,jw.org,1,,NUMERO,preguntas.personaje
persona,La comida,La comida,1,,FECHA,preguntas.personaje
persona,La corte del faraón,La corte del faraón,1,,SUCESO,preguntas.personaje
persona,la hidropesía,la hidropesía,1,,OTRO,preguntas.personaje
persona,la hija,la hija,1,,SUCESO,preguntas.personaje
persona,La hija de Jairo,La hija de Jairo,1,,EDAD,preguntas.personaje
persona,La mujer de la multitud,La mujer de la multitud,1,,SUCESO,preguntas.personaje
persona,La palabra de Jehová,La palabra de Jehová,1,,SUCESO,preguntas.personaje
persona,La reina de Seba,La reina de Seba,1,,NOMBRE,preguntas.personaje
persona,la samaritana,la samaritana,1,,NOMBRE,preguntas.personaje
persona,La viuda,La viuda | la viuda,1,,PARENTESCO,hechos_biblicos.csv; preguntas.personaje
persona,Labán,Labán,1,,PARENTESCO,preguntas.personaje
persona,Ladrón,Ladrón,1,,OTRO,preguntas.personaje
persona,Lamec,Lamec,1,,SUCESO,hechos_biblicos.csv; preguntas.personaje
persona,Langostas,Langostas,1,,SUCESO,preguntas.personaje
persona,las Escrituras,las Escrituras,1,,NOMBRE,preguntas.personaje
persona,las ovejas,las ovejas,1,,SUCESO,preguntas.personaje
persona,Las personas,Las personas,1,,SUCESO,preguntas.personaje
persona,Las tumbas,Las tumbas,1,,OTRO,preguntas.personaje
persona,Ley de Moisés,Ley de Moisés,1,,FECHA,preguntas.personaje
persona,Lisias,Lisias,1,,NOMBRE,preguntas.personaje
persona,Los 12 apóstoles,Los 12 apóstoles,1,,OTRO,preguntas.personaje
persona,los adversarios,los adversarios,1,,SUCESO,preguntas.personaje
persona,Los cerdos,Los cerdos,1,,SUCESO,preguntas.personaje
persona,Los cuervos,Los cuervos,1,,SUCESO,preguntas.personaje
persona,los enfermos,los enfermos,1,,SUCESO,preguntas.personaje
persona,los galileos,los galileos,1,,SUCESO,preguntas.personaje
persona,Los habitantes de Nazaret,Los habitantes de Nazaret,1,,OTRO,preguntas.personaje
persona,los hijos de un sacerdote judío,los hijos de un sacerdote judío,1,,NOMBRE,preguntas.personaje
persona,Los ladrones,Los ladrones,1,,SUCESO,preguntas.personaje
persona,Los lirios,Los lirios,1,,SUCESO,preguntas.personaje
persona,Los padres del ciego,Los padres del ciego,1,,SUCESO,preguntas.personaje
persona,Los seguidores,Los seguidores,1,,OTRO,preguntas.personaje
persona,"Lázaro, María y Marta","Lázaro, María y Marta",1,,PARENTESCO,preguntas.personaje
persona,Líderes judíos,Líderes judíos,1,,FECHA,preguntas.personaje
persona,Macedonia,Macedonia,1,,SUCESO,preguntas.personaje
persona,Malco,Malco,1,,PARENTESCO,preguntas.personaje
persona,MICAL,MICAL | Mical,1,,SUCESO,hechos_biblicos.csv; preguntas.personaje
persona,Nemrod,Nemrod,1,,NOMBRE,hechos_biblicos.csv; preguntas.personaje
persona,Nicolás,Nicolás,1,,NOMBRE,preguntas.personaje
persona,Niños,Niños,1,,SUCESO,preguntas.personaje
persona,Obed,Obed,1,,PARENTESCO,preguntas.personaje
persona,OBED-EDOM,OBED-EDOM,1,,NOMBRE,preguntas.personaje
persona,OCozías,OCozías,1,,SUCESO,preguntas.personaje
persona,Oficial,Oficial,1,,OTRO,preguntas.personaje
persona,Orpá,Orpá,1,,SUCESO,preguntas.personaje
persona,Orígenes,Orígenes,1,,NOMBRE,preguntas.personaje
persona,Otoniel,Otoniel,1,,NOMBRE,hechos_biblicos.csv; preguntas.personaje
persona,Palas,Palas,1,,PARENTESCO,preguntas.personaje
persona,Pentecostés,Pentecostés,1,,FECHA,preguntas.personaje
persona,Profecía,Profecía,1,,LUGAR,preguntas.personaje
persona,PUEBLO,PUEBLO,1,,NUMERO,preguntas.personaje
persona,REINA DE SABA,REINA DE SABA,1,,NOMBRE,preguntas.personaje
persona,REINA DE SEBA,reina de Seba | REINA DE SEBA,1,,MEDIDA,hechos_biblicos.csv; preguntas.personaje
persona,RESTO,RESTO,1,,SUCESO,preguntas.personaje
persona,Revistas,Revistas,1,,NOMBRE,preguntas.personaje
persona,REYES,REYES,1,,NOMBRE,preguntas.personaje
persona,RUBÉN,RUBÉN,1,,SUCESO,preguntas.personaje
persona,Sacerdotes principales,Sacerdotes principales,1,,SUCESO,preguntas.personaje
persona,SADOC,SADOC | Sadoc,1,,NOMBRE,hechos_biblicos.csv; preguntas.personaje
persona,Schürer,Schürer,1,,NOMBRE,preguntas.personaje
persona,SEBA,SEBA,1,,NOMBRE,preguntas.personaje
persona,SISAQ,SISAQ,1,,NOMBRE,preguntas.personaje
persona,SUSANA,SUSANA,1,,NOMBRE,preguntas.personaje
persona,Sócrates,Sócrates,1,,NOMBRE,preguntas.personaje
persona,Sópater,Sópater,1,,NOMBRE,preguntas.personaje
persona,Taré,Taré,1,,PARENTESCO,hechos_biblicos.csv; preguntas.personaje
persona,trabajador,trabajador,1,,MONEDA,preguntas.personaje
persona,Trajano,Trajano,1,,NOMBRE,preguntas.personaje
persona,Tubal-caín,Tubal-caín,1,,NOMBRE,hechos_biblicos.csv; preguntas.personaje
persona,un líder de los fariseos,un líder de los fariseos,1,,SUCESO,preguntas.personaje
persona,URIAS,URIAS | Urías,1,sin_tilde,SUCESO,hechos_biblicos.csv; preguntas.personaje
persona,Vespasiano,Vespasiano,1,,NOMBRE,preguntas.personaje
persona,William Edwards,William Edwards,1,,NOMBRE,preguntas.personaje
persona,ZIMRI,Zimrí | ZIMRI,1,sin_tilde,NOMBRE; Reyes de Israel,hechos_biblicos.csv; personajes_biblicos.csv; preguntas.personaje
persona,Ángel de Jehová,Ángel de Jehová,1,,NOMBRE,preguntas.personaje
persona,Abednego,Abednego,0,,,hechos_biblicos.csv
persona,Abías (Abiyam),Abías (Abiyam),0,,,hechos_biblicos.csv
persona,Acán,Acán,0,,,hechos_biblicos.csv
persona,Ajías,Ajías,0,,,hechos_biblicos.csv
persona,artesanos,artesanos,0,,,hechos_biblicos.csv
persona,Bezaleel,Bezaleel,0,,,hechos_biblicos.csv
persona,Booz,Booz,0,,,hechos_biblicos.csv
persona,Cainán,Cainán,0,,,hechos_biblicos.csv
persona,Cam,Cam,0,,,hechos_biblicos.csv
persona,el etíope,el etíope,0,,,hechos_biblicos.csv
persona,Elcaná,Elcaná,0,,,hechos_biblicos.csv
persona,Eleazar,Eleazar,0,,,hechos_biblicos.csv
persona,Elá,Elá,0,,Reyes de Israel,hechos_biblicos.csv; personajes_biblicos.csv
persona,Faraones,Faraones,0,,,hechos_biblicos.csv
persona,Felipe el evangelizador,Felipe el evangelizador,0,,Siglo primero,personajes_biblicos.csv
persona,Gayo,Gayo,0,,,hechos_biblicos.csv
persona,Haggeo,Haggeo,0,,,hechos_biblicos.csv
